77,100,3,"qualify","[1903977]","['Ajax Heiloo']","[3]","[88297]","['III.6']","[5]","[11]","[-16]","[16]","[1903973]","['UD San Salvador']","[4]","[238817]","['IV.27']","[1]","[20]","[9]","[26]"
77,100,3,"qualify","[1904260]","['Deportivo Berenjena']","[3]","[88301]","['III.10']","[5]","[11]","[-20]","[8]","[1903994]","['Estudiantes de Caseros (BA)']","[4]","[238819]","['IV.29']","[1]","[20]","[10]","[16]"
77,100,3,"qualify","[709587]","['SRC San Salvador']","[3]","[88298]","['III.7']","[5]","[11]","[-24]","[10]","[1904069]","['San Salvador F.C.']","[4]","[238832]","['IV.42']","[1]","[20]","[10]","[30]"
77,100,3,"qualify","[1903914]","['soccer maniac']","[3]","[88305]","['III.14']","[5]","[10]","[-10]","[12]","[1903913]","['Suplex City FAS']","[4]","[238802]","['IV.12']","[1]","[20]","[11]","[32]"
77,100,3,"qualify","[709565]","['FC Epsilon Tal']","[3]","[88296]","['III.5']","[5]","[9]","[-22]","[10]","[709564]","['Alianza Catania']","[4]","[238826]","['IV.36']","[1]","[21]","[4]","[23]"
77,100,3,"qualify","[1904109]","['realalianza']","[3]","[88302]","['III.11']","[5]","[8]","[-11]","[11]","[1904126]","['Caramba Club de Futbol']","[4]","[238840]","['IV.50']","[1]","[21]","[6]","[27]"
77,100,3,"qualify","[1903788]","['Drink Team 92']","[3]","[88300]","['III.9']","[6]","[13]","[-17]","[15]","[1904262]","['Real Fas']","[4]","[238811]","['IV.21']","[1]","[21]","[7]","[16]"
77,100,3,"qualify","[1904143]","['Blackgate City']","[3]","[88293]","['III.2']","[6]","[12]","[-3]","[17]","[1903811]","['Hacedores de Historia']","[4]","[238812]","['IV.22']","[1]","[21]","[9]","[26]"
77,100,3,"qualify","[1904100]","['CD Águila Club San Miguel']","[3]","[88306]","['III.15']","[6]","[12]","[-21]","[6]","[709605]","['Team B&J']","[4]","[238822]","['IV.32']","[1]","[21]","[15]","[29]"
77,100,3,"qualify","[1904165]","['Club La Union']","[3]","[88298]","['III.7']","[6]","[10]","[-12]","[15]","[1904209]","['Deportivo Toro Negro']","[4]","[238854]","['IV.64']","[1]","[22]","[1]","[22]"
77,100,3,"qualify","[1904086]","['Diablo Once']","[3]","[88301]","['III.10']","[6]","[10]","[-13]","[7]","[709646]","['Deportivo Spartak']","[4]","[238853]","['IV.63']","[1]","[22]","[5]","[17]"
77,100,3,"qualify","[709276]","['Chicky\'s Homegrown F.C.']","[3]","[88294]","['III.3']","[6]","[10]","[-15]","[10]","[1903874]","['RCD La Union']","[4]","[238804]","['IV.14']","[1]","[22]","[6]","[21]"
77,100,3,"qualify","[1904079]","['Absolon FC']","[3]","[88304]","['III.13']","[6]","[10]","[-18]","[13]","[1903853]","['DIEGO_ALE_TE4M']","[4]","[238839]","['IV.49']","[1]","[22]","[6]","[23]"
77,100,3,"qualify","[709272]","['El-Locos-Ruppelos']","[3]","[88292]","['III.1']","[6]","[10]","[-22]","[14]","[709612]","['Verde-Blanco C.F.']","[4]","[238807]","['IV.17']","[1]","[22]","[7]","[24]"
77,100,3,"qualify","[1903997]","['Club Deportivo Aguila']","[3]","[88303]","['III.12']","[6]","[9]","[-14]","[19]","[1904155]","['Quiet Smash FC']","[4]","[238816]","['IV.26']","[1]","[22]","[8]","[23]"
77,100,3,"qualify","[1903947]","['Piojos']","[3]","[88299]","['III.8']","[6]","[9]","[-16]","[5]","[1904144]","['Shufflin Lux F.C.']","[4]","[238847]","['IV.57']","[1]","[22]","[9]","[19]"
77,100,3,"qualify","[709653]","['Haedo Eternos']","[3]","[88305]","['III.14']","[6]","[9]","[-22]","[23]","[1903881]","['Atlético Chalchihuit']","[4]","[238825]","['IV.35']","[1]","[22]","[10]","[21]"
77,100,3,"qualify","[1904256]","['Scyther C.F']","[3]","[88307]","['III.16']","[6]","[9]","[-31]","[13]","[709552]","['Danuvio F.C.']","[4]","[238830]","['IV.40']","[1]","[22]","[10]","[29]"
77,100,3,"qualify","[709595]","['Valle Nuevo FC']","[3]","[88295]","['III.4']","[6]","[8]","[-19]","[11]","[709613]","['Legia La Paz']","[4]","[238806]","['IV.16']","[1]","[22]","[11]","[20]"
77,100,3,"qualify","[1903999]","['los ancheros sonsonatos']","[3]","[88296]","['III.5']","[6]","[8]","[-20]","[8]","[1903911]","['Real La Paz']","[4]","[238809]","['IV.19']","[1]","[22]","[13]","[28]"
77,100,3,"qualify","[1904128]","['International Lions Football Club']","[3]","[88302]","['III.11']","[6]","[7]","[-22]","[12]","[1903943]","['Fox Regia']","[4]","[238814]","['IV.24']","[1]","[22]","[15]","[25]"
77,100,3,"qualify","[1904183]","['Mágico CF']","[3]","[88297]","['III.6']","[6]","[7]","[-27]","[16]","[1904196]","['ONes II']","[4]","[238835]","['IV.45']","[1]","[23]","[6]","[21]"
