"division_level",77,100,11,3,88297,"III.6",1903866,"Mágico FC SV",673157586,170,30,55,21,13,36,76,26,39040,30,205520,26,485,29,415,25,3210.923076923077,7,3,1,1,3,672,26
"league_id",77,100,11,4,238791,"IV.1",1903875,"Santo Domingo Savio La Libertad",673158201,194,56,68,37,18,53,72,63,50600,73,204020,68,580,53,375,69,3330.8888888888887,18,0,57,0,57,689,62
"division_level",77,100,11,4,238791,"IV.1",1903875,"Santo Domingo Savio La Libertad",673158201,194,0,68,2,18,1,72,2,50600,5,204020,3,580,1,375,5,3330.8888888888887,2,0,5,0,5,689,1
"league_id",77,100,11,2,88262,"II.3",1903888,"SALVADOR NEX. F. C.",673157193,255,32,94,18,24,28,89,50,434550,39,692300,49,670,35,540,36,2865.9310344827586,64,0,58,0,58,798,40
"division_level",77,100,11,2,88262,"II.3",1903888,"SALVADOR NEX. F. C.",673157193,255,20,94,10,24,19,89,23,434550,25,692300,27,670,23,540,22,2865.9310344827586,23,0,18,0,18,798,26
"league_id",77,100,11,2,88263,"II.4",1903890,"contra la contra",673157250,255,33,85,22,39,11,53,87,1285200,18,5706300,2,715,31,565,31,2888.6875,60,0,59,0,59,906,25
"division_level",77,100,11,2,88263,"II.4",1903890,"contra la contra",673157250,255,21,85,13,39,8,53,27,1285200,10,5706300,1,715,20,565,20,2888.6875,22,0,19,0,19,906,18
"league_id",77,100,11,4,238791,"IV.1",1903899,"TioGerman",673158200,192,57,61,47,21,35,68,67,36450,78,117720,77,545,59,440,53,2990.3076923076924,42,2,6,1,7,661,69
"division_level",77,100,11,4,238791,"IV.1",1903899,"TioGerman",673158200,192,1,61,3,21,0,68,5,36450,7,117720,7,545,2,440,1,2990.3076923076924,3,2,0,1,1,661,3
"league_id",77,100,11,2,88263,"II.4",1903923,"Real Gnoccofritto",673157247,338,19,79,24,29,19,172,12,1852310,8,4039720,13,885,19,780,16,2944.4583333333335,51,0,60,0,60,939,20
"division_level",77,100,11,2,88263,"II.4",1903923,"Real Gnoccofritto",673157247,338,12,79,14,29,13,172,7,1852310,5,4039720,8,885,11,780,10,2944.4583333333335,19,0,20,0,20,939,13
"league_id",77,100,11,4,238792,"IV.2",1903930,"Exquemas",673158257,144,83,51,67,7,96,72,64,26470,87,107540,82,435,81,325,82,2664.6785714285716,87,0,61,0,61,595,84
"division_level",77,100,11,4,238792,"IV.2",1903930,"Exquemas",673158257,144,9,51,7,7,9,72,3,26470,8,107540,9,435,8,325,8,2664.6785714285716,11,0,6,0,6,595,8
"league_id",77,100,11,3,88305,"III.14",1903939,"Deda",673158035,264,30,58,53,18,54,152,22,1393590,17,3898980,17,1015,9,890,4,3458.925,14,1,9,1,8,887,26
"division_level",77,100,11,3,88305,"III.14",1903939,"Deda",673158035,264,3,58,17,18,20,152,4,1393590,0,3898980,0,1015,0,890,0,3458.925,5,1,5,1,4,887,0
"league_id",77,100,11,4,238797,"IV.7",1903948,"Collas F.C.",673158538,159,76,52,66,14,71,65,72,53090,72,164660,72,505,65,375,70,2827.8888888888887,67,0,62,0,62,659,70
"division_level",77,100,11,4,238797,"IV.7",1903948,"Collas F.C.",673158538,159,6,52,6,14,3,65,6,53090,4,164660,5,505,4,375,6,2827.8888888888887,6,0,7,0,7,659,4
"league_id",77,100,11,2,88260,"II.1",1903954,"Black Sharks Salvador",673157080,376,12,128,7,36,12,140,30,1791640,10,4613040,9,980,12,805,11,2977.0434782608695,44,0,63,0,63,978,16
"division_level",77,100,11,2,88260,"II.1",1903954,"Black Sharks Salvador",673157080,376,6,128,2,36,9,140,15,1791640,6,4613040,6,980,7,805,6,2977.0434782608695,15,0,21,0,21,978,9
"league_id",77,100,11,4,238830,"IV.40",1903963,"Everest",673160386,72,98,28,97,7,97,23,99,68420,67,533700,53,235,96,155,96,4206.578947368421,2,0,64,0,64,543,96
"division_level",77,100,11,4,238830,"IV.40",1903963,"Everest",673160386,72,10,28,10,7,10,23,10,68420,1,533700,0,235,10,155,10,4206.578947368421,1,0,8,0,8,543,10
"league_id",77,100,11,2,88261,"II.2",1903971,"Denville Devils",673157136,358,14,74,28,29,20,197,1,1065810,23,3536340,20,935,15,770,17,2959.304347826087,48,0,65,0,65,956,18
"division_level",77,100,11,2,88261,"II.2",1903971,"Denville Devils",673157136,358,8,74,17,29,14,197,1,1065810,15,3536340,12,935,8,770,11,2959.304347826087,17,0,22,0,22,956,11
"league_id",77,100,11,3,88303,"III.12",1903972,"Fuji FC",673157922,121,95,40,84,5,98,66,70,25060,90,106700,83,340,93,255,93,2507.8518518518517,95,0,66,0,66,561,90
"division_level",77,100,11,3,88303,"III.12",1903972,"Fuji FC",673157922,121,47,40,37,5,49,66,31,25060,42,106700,34,340,45,255,45,2507.8518518518517,45,0,28,0,28,561,42
"league_id",77,100,11,3,88302,"III.11",1903979,"F.C. Santa Gabriela",673157865,180,64,35,89,21,36,82,53,36640,77,103480,84,440,79,320,84,2817.294117647059,70,0,67,0,67,658,71
"division_level",77,100,11,3,88302,"III.11",1903979,"F.C. Santa Gabriela",673157865,180,26,35,41,21,5,82,21,36640,31,103480,35,440,35,320,38,2817.294117647059,31,0,29,0,29,658,28
"league_id",77,100,11,3,88293,"III.2",1903980,"Nw Team",673157363,135,90,30,94,20,44,45,93,71550,66,169820,70,350,92,245,95,2497.206896551724,97,0,68,0,68,658,72
"division_level",77,100,11,3,88293,"III.2",1903980,"Nw Team",673157363,135,43,30,46,20,13,45,46,71550,27,169820,28,350,44,245,47,2497.206896551724,46,0,30,0,30,658,29
"league_id",77,100,11,4,238791,"IV.1",1903982,"Black Hunt",673158200,168,70,55,60,13,77,74,62,22790,91,86460,93,515,64,400,65,2726.5652173913045,80,0,69,0,69,608,80
"division_level",77,100,11,4,238791,"IV.1",1903982,"Black Hunt",673158200,168,4,55,5,13,6,74,1,22790,9,86460,11,515,3,400,3,2726.5652173913045,9,0,9,0,9,608,7
"league_id",77,100,11,1,88256,"Liga Mayor",1903984,"Turbokickers Zacatecoluca",673157025,411,5,128,8,44,5,151,24,1814580,9,3919840,16,945,14,785,13,3214.4242424242425,21,0,70,0,70,1010,7
"division_level",77,100,11,1,88256,"Liga Mayor",1903984,"Turbokickers Zacatecoluca",673157025,411,3,128,5,44,1,151,6,1814580,3,3919840,5,945,5,785,4,3214.4242424242425,4,0,6,0,6,1010,4
"league_id",77,100,11,3,88296,"III.5",1904032,"Aragoneses por el mundo",673157530,152,79,47,73,13,78,66,71,34000,83,87240,92,445,76,355,76,2794.9,73,0,71,0,71,642,77
"division_level",77,100,11,3,88296,"III.5",1904032,"Aragoneses por el mundo",673157530,152,36,47,28,13,37,66,32,34000,36,87240,42,445,32,355,32,2794.9,33,0,31,0,31,642,32
"league_id",77,100,11,3,88300,"III.9",1904036,"AC Urrigkais",673157753,153,78,30,95,11,89,90,49,25370,88,97700,86,445,77,330,80,2745.6666666666665,78,1,10,1,9,592,86
"division_level",77,100,11,3,88300,"III.9",1904036,"AC Urrigkais",673157753,153,35,30,47,11,45,90,18,25370,40,97700,37,445,33,330,35,2745.6666666666665,36,1,6,1,5,592,39
"league_id",77,100,11,3,88296,"III.5",1904039,"SpaniardSV",673157530,254,34,45,75,14,72,167,15,149750,58,336540,59,605,46,525,39,2719.090909090909,81,0,72,0,72,803,36
"division_level",77,100,11,3,88296,"III.5",1904039,"SpaniardSV",673157530,254,5,45,30,14,34,167,2,149750,20,336540,21,605,13,525,7,2719.090909090909,38,0,32,0,32,803,4
"league_id",77,100,11,4,238793,"IV.3",1904045,"Chispitas F.C.",673158313,164,74,45,76,13,79,80,54,106320,62,251960,64,470,74,370,72,2958.1304347826085,49,0,73,0,73,652,75
"division_level",77,100,11,4,238793,"IV.3",1904045,"Chispitas F.C.",673158313,164,5,45,9,13,7,80,0,106320,0,251960,2,470,7,370,7,2958.1304347826085,4,0,10,0,10,652,5
"league_id",77,100,11,2,88261,"II.2",1904047,"Uruguayo-cazador F.C.",673157137,344,18,77,26,28,22,183,6,1034430,24,3439200,21,875,21,705,22,2931.16,52,0,74,0,74,925,22
